loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,purpose,addr_state,loan_status
9606, 36 months,8.03,301.15,F,F4,Driver,6 years,RENT,113992,Not Verified,28.75,2,644,1,5,1,5281,65.7,19,2,0,small_business,CA,Current
15760, 36 months,16.82,560.48,B,B4,Developer,10+ years,OTHER,80205,Verified,28.2,1,722,3,8,0,3990,38.6,19,0,0,major_purchase,MA,Fully Paid
14521, 36 months,10.78,473.89,D,D4,Engineer,5 years,OWN,70818,Verified,32.8,0,628,1,11,0,12282,47.9,18,1,0,small_business,WA,Fully Paid
13092, 36 months,24.63,517.98,B,B3,Engineer,10+ years,MORTGAGE,43585,Not Verified,7.93,1,600,0,13,0,7656,18.5,25,0,0,debt_consolidation,CA,Fully Paid
9917, 36 months,9.87,319.39,B,B2,Engineer,2 years,RENT,97085,Source Verified,18.36,1,733,0,9,2,2974,15.2,18,0,0,credit_card,TX,Fully Paid
11611, 36 months,12.07,386.04,C,C1,Engineer,9 years,MORTGAGE,72040,Source Verified,10.93,0,693,3,9,0,8353,33.8,23,2,0,debt_consolidation,CA,Fully Paid
23883, 36 months,8.9,758.36,D,D1,Teacher,5 years,RENT,99049,Not Verified,33.02,4,763,0,9,0,7451,57.7,20,1,0,debt_consolidation,CA,Fully Paid
12526, 36 months,12.2,417.24,F,F3,Driver,8 years,MORTGAGE,94573,Source Verified,19.62,0,639,0,13,0,4947,80.5,19,0,0,small_business,NY,Late (31-120 days)
11347, 36 months,18.78,414.67,C,C3,Sales,6 years,MORTGAGE,51189,Verified,10.18,0,760,2,8,0,15725,33.0,21,0,0,debt_consolidation,MI,Fully Paid
7273, 36 months,23.41,283.09,B,B5,Nurse,3 years,MORTGAGE,34205,Not Verified,30.84,0,778,1,11,0,8616,58.9,23,0,0,car,TX,Current
5689, 36 months,5.25,171.14,A,A5,Sales,6 years,MORTGAGE,63644,Source Verified,18.1,0,727,0,8,0,1612,78.5,17,3,0,debt_consolidation,NY,Fully Paid
8093, 36 months,22.22,310.0,C,C2,Driver,10+ years,RENT,72435,Source Verified,9.6,0,711,1,11,0,1881,77.9,22,0,0,wedding,FL,Current
20916, 36 months,6.33,639.44,B,B5,Driver,< 1 year,MORTGAGE,40802,Source Verified,21.5,0,717,1,4,0,5107,57.0,13,2,0,debt_consolidation,CA,Charged Off
11452, 60 months,13.43,263.1,C,C4,Engineer,< 1 year,RENT,19111,Verified,11.24,0,677,2,6,0,5760,78.2,17,4,0,debt_consolidation,FL,Fully Paid
28759, 36 months,18.89,1052.59,C,C4,Manager,7 years,MORTGAGE,63598,Source Verified,10.45,3,784,0,13,0,9359,39.8,15,3,0,car,IL,Current
18161, 36 months,22.34,696.78,D,D2,Nurse,3 years,RENT,74345,Not Verified,6.39,0,660,5,10,0,5757,44.7,14,4,0,major_purchase,VA,Fully Paid
13668, 36 months,7.48,425.03,B,B1,Sales,8 years,MORTGAGE,103977,Source Verified,8.9,0,686,0,9,0,2367,27.9,26,1,0,moving,NY,Fully Paid
11629, 36 months,14.11,398.07,B,B1,Other,6 years,MORTGAGE,124479,Verified,21.4,0,633,5,11,0,13536,20.4,19,2,0,debt_consolidation,FL,Fully Paid
27037, 36 months,15.4,942.55,F,F3,Developer,7 years,MORTGAGE,70707,Source Verified,13.01,0,636,3,5,0,6614,79.9,26,1,0,debt_consolidation,CA,Fully Paid
7127, 36 months,24.07,279.87,B,B4,Engineer,4 years,RENT,61790,Verified,34.84,0,733,1,12,0,9642,67.6,26,0,0,debt_consolidation,FL,Current
5803, 36 months,8.38,182.86,E,E2,Developer,6 years,MORTGAGE,53435,Not Verified,7.28,0,752,1,10,0,21311,36.6,23,3,0,major_purchase,MA,Fully Paid
8876, 36 months,21.58,337.05,A,A5,Manager,< 1 year,MORTGAGE,67559,Source Verified,21.66,0,703,2,8,0,3923,20.3,27,1,1,debt_consolidation,WA,Fully Paid
6289, 36 months,24.94,249.85,A,A4,Driver,4 years,MORTGAGE,59033,Verified,18.9,0,737,0,8,0,13958,42.5,16,1,1,debt_consolidation,TX,Fully Paid
12192, 36 months,14.23,418.06,C,C1,Engineer,4 years,RENT,68118,Not Verified,8.52,2,668,2,10,0,13959,77.6,19,0,0,debt_consolidation,WA,Current
5603, 36 months,12.92,188.57,C,C3,Manager,1 year,RENT,42803,Verified,19.15,0,720,1,7,0,4666,11.1,21,0,0,small_business,GA,Fully Paid
37575, 36 months,22.89,1452.36,D,D5,Developer,9 years,MORTGAGE,35410,Not Verified,6.41,0,703,0,11,0,23328,84.9,30,0,1,small_business,TX,Current
6618, 36 months,17.66,238.13,B,B1,Analyst,4 years,RENT,29771,Source Verified,18.27,0,656,1,13,0,21269,42.4,14,4,0,home_improvement,CA,Fully Paid
12508, 36 months,12.24,416.88,C,C3,Manager,6 years,MORTGAGE,80213,Not Verified,23.26,1,612,1,13,0,9095,26.5,18,5,0,debt_consolidation,NY,Fully Paid
13613, 36 months,5.0,407.99,D,D1,Sales,4 years,MORTGAGE,26066,Verified,21.31,0,695,3,9,0,1772,45.3,26,4,0,debt_consolidation,OH,Fully Paid
15795, 36 months,19.34,581.7,B,B3,Driver,10+ years,OTHER,66738,Verified,24.93,0,676,1,5,0,17259,33.0,21,3,0,debt_consolidation,CA,Fully Paid
23695, 36 months,20.2,883.01,A,A3,Nurse,1 year,RENT,73729,Not Verified,6.94,2,624,2,5,0,17930,72.2,16,1,0,home_improvement,TX,Charged Off
7740, 36 months,14.8,267.55,D,D1,Nurse,1 year,MORTGAGE,183477,Verified,5.63,0,691,3,12,0,26800,20.3,20,2,0,home_improvement,MA,Fully Paid
7021, 36 months,11.9,232.86,B,B1,Engineer,9 years,MORTGAGE,100353,Source Verified,17.58,0,753,0,13,1,14900,36.4,21,0,0,credit_card,FL,Fully Paid
11713, 36 months,13.83,399.36,A,A3,Nurse,8 years,RENT,93495,Not Verified,5.43,1,671,1,9,0,18221,76.5,21,2,0,medical,NC,Current
17447, 60 months,18.08,443.8,C,C3,Manager,2 years,MORTGAGE,52043,Verified,34.1,1,640,0,12,0,9395,66.3,18,1,0,debt_consolidation,VA,Current
21658, 36 months,5.82,657.11,F,F2,Teacher,1 year,MORTGAGE,118057,Not Verified,34.74,0,650,1,8,0,7596,54.3,20,0,0,credit_card,MI,Current
17275, 36 months,18.79,631.4,B,B4,Other,9 years,RENT,76927,Verified,29.24,0,812,1,12,0,17417,40.5,11,1,0,credit_card,FL,Current
22569, 36 months,23.36,877.88,C,C5,Engineer,< 1 year,RENT,47149,Verified,10.12,3,700,1,14,0,14699,84.7,31,0,0,debt_consolidation,GA,Current
6950, 36 months,12.65,233.0,D,D3,Analyst,< 1 year,RENT,32239,Source Verified,11.51,0,748,4,11,0,9322,85.7,25,3,0,major_purchase,MI,Fully Paid
27487, 36 months,7.07,849.6,B,B2,Developer,4 years,RENT,42587,Source Verified,20.38,0,649,1,10,0,2700,74.0,17,1,0,home_improvement,CA,Fully Paid
21025, 36 months,21.35,795.9,C,C5,Nurse,3 years,MORTGAGE,52427,Verified,12.16,0,671,0,7,0,4955,61.5,24,2,0,major_purchase,MA,Current
15693, 36 months,24.69,621.38,B,B1,Other,8 years,MORTGAGE,55570,Source Verified,24.38,4,631,5,7,0,24536,16.0,23,0,0,wedding,IL,Fully Paid
10476, 36 months,22.68,403.78,B,B2,Sales,4 years,RENT,76175,Source Verified,21.41,1,685,1,5,1,2824,36.7,26,0,1,major_purchase,TX,Fully Paid
9306, 36 months,16.82,330.95,E,E5,Other,5 years,RENT,48587,Verified,12.16,2,672,0,5,0,11048,84.8,16,0,0,major_purchase,CA,Fully Paid
22873, 36 months,14.22,784.19,C,C1,Engineer,< 1 year,MORTGAGE,63056,Verified,22.62,0,659,2,8,0,31352,49.5,23,1,0,credit_card,CA,Current
36713, 36 months,6.65,1127.73,E,E2,Manager,4 years,OTHER,15151,Not Verified,17.82,0,738,0,11,0,92150,28.9,30,0,0,debt_consolidation,NY,Fully Paid
14413, 36 months,6.12,439.26,C,C5,Nurse,< 1 year,MORTGAGE,27947,Verified,27.38,1,751,0,11,0,27259,84.5,16,0,0,credit_card,GA,Charged Off
5533, 36 months,22.84,213.72,C,C2,Nurse,5 years,RENT,59715,Not Verified,32.02,0,670,2,7,0,3621,58.5,21,1,0,moving,CA,Current
14548, 36 months,22.7,560.88,B,B4,Sales,2 years,MORTGAGE,55173,Not Verified,10.76,0,664,0,12,0,3471,64.7,23,0,0,moving,OH,Fully Paid
28557, 36 months,17.56,1026.11,C,C5,Manager,< 1 year,MORTGAGE,59159,Not Verified,8.57,1,694,1,11,0,9827,72.0,22,3,0,debt_consolidation,TX,Current
8589, 36 months,10.8,280.38,D,D2,Developer,5 years,MORTGAGE,68875,Verified,28.28,0,608,0,10,0,9958,25.4,22,0,0,major_purchase,OH,Current
8049, 36 months,14.23,276.0,A,A3,Developer,4 years,RENT,83407,Not Verified,34.11,0,690,3,12,0,3939,85.4,20,1,0,debt_consolidation,CA,Charged Off
39297, 36 months,22.2,1504.84,B,B3,Analyst,6 years,RENT,59428,Not Verified,29.96,0,741,1,15,0,2094,44.3,16,1,0,debt_consolidation,NC,Current
20444, 36 months,8.59,646.22,C,C1,Sales,6 years,MORTGAGE,40804,Source Verified,8.02,1,764,0,16,3,128,19.9,11,2,0,debt_consolidation,TX,Charged Off
3850, 36 months,8.93,122.3,D,D1,Teacher,9 years,MORTGAGE,28128,Verified,24.55,0,664,2,5,0,19172,71.9,16,2,0,debt_consolidation,NY,Fully Paid
9446, 36 months,13.14,318.91,D,D5,Other,10+ years,RENT,57966,Verified,18.33,3,673,1,14,0,6045,85.3,16,2,0,small_business,FL,Current
30351, 36 months,5.28,913.47,F,F5,Other,8 years,RENT,120856,Verified,21.22,0,771,0,7,0,33488,37.7,12,0,1,debt_consolidation,OH,Fully Paid
4319, 36 months,20.84,162.36,B,B1,Driver,5 years,RENT,77016,Not Verified,17.48,1,708,1,9,0,17463,84.6,14,2,0,small_business,VA,Current
15123, 36 months,5.29,455.22,A,A1,Engineer,3 years,MORTGAGE,71400,Not Verified,20.84,0,738,3,14,0,3097,74.6,15,0,0,small_business,WA,Current
8159, 36 months,8.47,257.45,A,A4,Developer,7 years,MORTGAGE,35082,Verified,15.09,2,713,1,12,0,8882,80.4,20,0,0,credit_card,CA,Charged Off
13013, 36 months,6.88,401.09,F,F2,Other,9 years,OWN,65563,Not Verified,20.24,1,782,1,6,0,100000,11.4,15,2,0,major_purchase,MA,Current
28165, 36 months,8.81,893.15,B,B4,Driver,8 years,MORTGAGE,80707,Not Verified,23.7,0,729,2,8,0,9458,79.8,14,4,0,credit_card,CA,Fully Paid
9473, 60 months,18.22,241.69,A,A3,Analyst,9 years,MORTGAGE,64274,Verified,26.49,1,676,4,10,2,13619,54.9,18,1,0,debt_consolidation,NJ,Charged Off
8772, 36 months,19.12,322.08,F,F4,Manager,< 1 year,RENT,39186,Source Verified,12.83,0,655,0,8,0,9956,50.0,22,2,0,moving,WA,Fully Paid
7021, 36 months,13.88,239.55,C,C2,Teacher,4 years,RENT,73914,Not Verified,8.9,0,616,0,10,0,13763,47.0,10,2,0,medical,CA,Fully Paid
24954, 36 months,19.78,924.59,A,A4,Engineer,4 years,MORTGAGE,41326,Source Verified,16.66,0,670,0,10,0,8613,85.4,17,1,1,debt_consolidation,OH,Charged Off
12493, 36 months,6.02,380.17,B,B2,Driver,< 1 year,MORTGAGE,54323,Verified,16.89,0,697,3,9,0,15262,40.5,24,0,1,debt_consolidation,PA,Fully Paid
6057, 60 months,22.2,167.98,G,G1,Sales,5 years,MORTGAGE,95138,Not Verified,15.6,0,675,2,9,1,28951,89.5,14,1,0,debt_consolidation,MA,Charged Off
7700, 60 months,20.16,204.69,B,B3,Developer,6 years,RENT,38801,Source Verified,22.94,0,711,0,4,0,5964,24.8,21,0,0,credit_card,NY,Fully Paid
28273, 60 months,11.34,619.53,G,G1,Sales,3 years,MORTGAGE,133502,Not Verified,16.68,0,722,0,7,0,28743,60.8,14,2,0,debt_consolidation,TX,Fully Paid
25916, 36 months,15.0,898.39,G,G1,Analyst,1 year,MORTGAGE,102764,Source Verified,30.34,0,642,2,7,0,1594,58.7,23,0,0,debt_consolidation,AZ,Fully Paid
40000, 36 months,23.17,1551.94,C,C3,Manager,3 years,MORTGAGE,77152,Not Verified,8.88,2,732,0,8,0,9378,68.5,17,0,0,major_purchase,NC,Charged Off
14041, 36 months,22.93,543.01,D,D4,Nurse,9 years,RENT,38653,Verified,9.47,0,708,2,10,0,7333,69.3,23,3,0,small_business,NY,Current
15512, 60 months,15.21,370.74,A,A1,Sales,10+ years,MORTGAGE,151436,Verified,10.53,0,684,0,11,0,1820,24.4,18,0,0,home_improvement,AZ,Fully Paid
12729, 36 months,22.22,487.58,E,E5,Manager,2 years,OWN,122383,Verified,10.72,1,678,0,12,0,8800,82.2,23,1,0,credit_card,NY,Fully Paid
11055, 60 months,19.75,291.35,D,D4,Teacher,1 year,RENT,66883,Verified,27.82,0,747,0,7,0,56070,36.2,21,1,0,debt_consolidation,PA,Current
15080, 36 months,14.58,519.66,B,B5,Teacher,1 year,OTHER,54111,Not Verified,8.93,0,601,1,4,0,942,60.1,14,2,0,vacation,CA,Fully Paid
14403, 36 months,16.82,512.22,F,F2,Teacher,6 years,RENT,64435,Source Verified,9.09,2,662,4,12,0,39184,87.9,24,1,0,debt_consolidation,MA,Current
17282, 36 months,21.77,657.95,B,B5,Manager,< 1 year,MORTGAGE,31073,Not Verified,15.82,5,691,4,9,0,3716,85.9,22,2,0,credit_card,VA,Current
8006, 36 months,22.31,307.04,A,A1,Teacher,2 years,MORTGAGE,83441,Source Verified,14.4,0,685,5,11,0,11127,21.9,17,1,0,debt_consolidation,NY,Fully Paid
10949, 36 months,7.25,339.33,B,B2,Sales,9 years,MORTGAGE,44596,Not Verified,30.41,0,672,0,10,0,23571,28.6,26,2,0,car,GA,Fully Paid
8324, 36 months,13.25,281.47,A,A2,Manager,4 years,OWN,21878,Source Verified,32.01,0,664,0,6,0,522,45.4,14,0,0,debt_consolidation,NJ,Fully Paid
21001, 36 months,18.62,765.78,C,C2,Driver,2 years,RENT,25826,Not Verified,30.84,0,698,2,9,0,11074,83.5,26,3,0,home_improvement,CA,Fully Paid
11994, 60 months,23.36,340.6,A,A2,Analyst,9 years,OWN,30870,Verified,20.33,0,722,1,15,0,1938,37.2,21,1,0,debt_consolidation,TX,Current
6757, 36 months,12.52,226.11,C,C2,Other,6 years,RENT,44569,Verified,7.5,2,660,0,9,0,4516,58.7,13,1,0,debt_consolidation,NY,Charged Off
23797, 36 months,9.7,764.51,D,D3,Manager,6 years,RENT,99825,Verified,11.53,0,803,0,10,0,5874,89.1,19,2,0,credit_card,NY,Current
10270, 36 months,24.74,406.92,C,C4,Other,7 years,MORTGAGE,83156,Not Verified,24.52,0,797,1,8,0,7364,16.7,13,1,0,car,NJ,Current
17805, 36 months,20.64,667.52,C,C3,Engineer,3 years,RENT,50842,Not Verified,28.87,0,772,5,16,0,19302,33.4,11,0,0,car,MI,Fully Paid
37427, 60 months,9.63,788.42,B,B2,Manager,4 years,MORTGAGE,54741,Verified,25.15,0,704,0,5,0,5618,50.6,25,2,0,home_improvement,TX,Fully Paid
32002, 60 months,21.4,872.98,C,C5,Developer,3 years,RENT,50368,Not Verified,30.11,0,718,4,10,0,3790,59.6,18,4,0,debt_consolidation,VA,Fully Paid
9086, 36 months,19.95,337.44,B,B4,Engineer,< 1 year,RENT,79529,Not Verified,11.33,0,674,1,6,0,8312,30.1,33,0,0,credit_card,NC,Fully Paid
20182, 36 months,23.44,785.88,A,A3,Analyst,8 years,RENT,51241,Verified,10.59,0,664,5,6,0,12421,76.6,19,1,0,debt_consolidation,CA,Current
16331, 36 months,9.22,521.0,B,B1,Analyst,9 years,MORTGAGE,74796,Verified,24.03,0,735,0,8,0,11394,17.7,23,1,0,major_purchase,MI,Current
17431, 36 months,23.93,683.23,A,A2,Sales,< 1 year,OWN,66803,Not Verified,12.33,0,789,3,18,0,2619,11.2,14,0,0,major_purchase,CA,Fully Paid
9427, 36 months,12.47,315.23,F,F3,Manager,6 years,RENT,55480,Not Verified,27.51,2,685,0,10,0,4279,24.5,26,1,0,debt_consolidation,TX,Charged Off
12863, 60 months,10.07,273.74,B,B4,Sales,7 years,MORTGAGE,45250,Source Verified,34.52,0,756,3,11,0,37749,17.9,19,4,0,major_purchase,CA,Fully Paid
12257, 60 months,12.42,275.26,A,A1,Manager,10+ years,RENT,28103,Source Verified,19.57,1,677,2,10,0,15584,79.1,24,0,0,major_purchase,AZ,Charged Off
10745, 36 months,23.47,418.57,C,C4,Engineer,< 1 year,RENT,49541,Not Verified,7.36,2,696,0,10,0,25526,66.1,16,0,0,debt_consolidation,NJ,Fully Paid
12365, 36 months,20.43,462.24,G,G2,Nurse,7 years,MORTGAGE,42190,Not Verified,18.19,0,771,2,13,0,5154,48.3,23,0,0,debt_consolidation,CA,Fully Paid
15347, 36 months,20.0,570.35,F,F1,Engineer,1 year,RENT,47467,Source Verified,15.24,3,655,4,11,0,6071,13.4,22,0,0,car,CA,Current
9280, 60 months,13.48,213.44,D,D4,Teacher,6 years,OWN,78887,Verified,7.95,0,673,3,12,1,18762,24.9,14,3,0,home_improvement,GA,Fully Paid
10095, 36 months,6.68,310.23,D,D1,Analyst,10+ years,MORTGAGE,34206,Not Verified,8.74,1,600,4,10,0,6746,29.9,24,1,2,debt_consolidation,FL,Fully Paid
21103, 36 months,19.94,783.62,B,B3,Nurse,7 years,RENT,37898,Source Verified,10.28,0,665,0,11,0,2790,48.9,31,0,0,home_improvement,TX,Current
10393, 36 months,14.57,358.09,B,B1,Other,2 years,RENT,105137,Source Verified,26.13,0,752,3,7,0,38769,86.5,16,1,0,debt_consolidation,TX,Fully Paid
35950, 36 months,24.34,1416.85,A,A3,Developer,1 year,RENT,42241,Not Verified,18.91,2,632,1,8,0,17667,10.3,20,4,0,major_purchase,VA,Current
16192, 36 months,14.48,557.19,B,B2,Analyst,10+ years,MORTGAGE,77951,Verified,29.42,0,743,0,8,0,12650,66.2,14,2,0,moving,MA,Current
16098, 36 months,24.08,632.25,A,A5,Engineer,6 years,RENT,46594,Source Verified,6.27,2,702,4,9,0,4837,35.6,18,1,1,credit_card,GA,Fully Paid
12697, 36 months,20.07,472.32,D,D1,Engineer,6 years,MORTGAGE,39001,Source Verified,19.61,1,722,3,9,0,20321,78.2,20,0,0,debt_consolidation,WA,Fully Paid
12000, 36 months,23.95,470.48,E,E1,Teacher,10+ years,OWN,35844,Not Verified,16.65,0,689,2,10,0,30572,30.9,17,3,0,debt_consolidation,AZ,Fully Paid
32927, 36 months,23.76,1287.67,A,A1,Driver,9 years,MORTGAGE,63738,Verified,34.97,0,684,0,12,0,8239,33.9,19,0,0,debt_consolidation,NY,Fully Paid
14713, 36 months,24.86,583.9,F,F4,Sales,8 years,MORTGAGE,26407,Not Verified,29.45,3,682,1,16,0,7959,38.5,25,2,0,home_improvement,OH,Default
6944, 36 months,24.41,273.93,B,B5,Other,6 years,RENT,79222,Source Verified,22.9,0,736,1,9,0,4659,27.7,16,2,0,small_business,IL,Current
3947, 36 months,8.42,124.45,F,F5,Analyst,2 years,RENT,66057,Verified,17.85,0,792,0,12,0,5768,59.4,26,0,0,debt_consolidation,NJ,Fully Paid
9064, 36 months,21.72,344.85,A,A1,Engineer,6 years,RENT,34277,Verified,9.46,0,743,0,12,0,32617,27.5,20,3,0,debt_consolidation,FL,Current
30997, 60 months,9.1,644.95,C,C1,Engineer,9 years,MORTGAGE,111026,Not Verified,8.06,0,719,0,25,0,14127,82.8,21,0,0,debt_consolidation,NY,Fully Paid
12379, 60 months,7.99,250.94,C,C1,Sales,< 1 year,MORTGAGE,32086,Source Verified,12.21,0,701,0,14,0,12926,64.5,20,0,0,small_business,NY,Fully Paid
9604, 36 months,24.77,380.69,B,B5,Developer,4 years,MORTGAGE,58169,Verified,6.72,2,644,1,7,0,492,46.8,26,2,0,debt_consolidation,OH,Fully Paid
5993, 36 months,14.59,206.55,C,C5,Nurse,4 years,MORTGAGE,40032,Not Verified,12.13,0,746,1,9,0,3631,82.9,30,2,0,debt_consolidation,CA,Current
16783, 36 months,15.84,588.72,C,C1,Engineer,7 years,RENT,195823,Not Verified,28.16,1,713,0,6,1,2590,39.8,23,0,0,debt_consolidation,MI,Current
5152, 36 months,6.02,156.78,C,C2,Developer,10+ years,MORTGAGE,71523,Verified,25.4,0,752,3,6,0,56318,80.7,28,3,0,debt_consolidation,IL,Fully Paid
12733, 60 months,12.4,285.82,D,D4,Developer,1 year,MORTGAGE,54562,Verified,28.31,0,751,1,10,0,11416,27.5,15,2,0,car,NY,Fully Paid
9651, 36 months,8.74,305.73,A,A2,Teacher,4 years,RENT,61006,Source Verified,34.29,2,688,0,9,0,25476,52.5,16,3,1,credit_card,IL,Charged Off
12738, 60 months,9.12,265.16,F,F4,Analyst,8 years,OWN,35378,Not Verified,22.07,0,704,1,15,0,3059,14.7,26,2,0,debt_consolidation,FL,Current
18282, 60 months,15.01,435.02,D,D3,Sales,4 years,RENT,34963,Verified,22.49,2,665,1,10,0,4204,60.1,24,1,0,debt_consolidation,WA,Fully Paid
23768, 36 months,13.95,811.76,G,G3,Developer,3 years,RENT,127737,Verified,22.56,2,776,2,11,0,8654,89.8,21,1,0,debt_consolidation,VA,Default
19058, 60 months,21.2,517.73,D,D2,Other,9 years,RENT,46263,Verified,23.52,0,600,1,11,0,4306,22.2,24,0,0,credit_card,WA,Fully Paid
8778, 36 months,11.02,287.46,C,C3,Manager,7 years,MORTGAGE,57248,Source Verified,23.26,1,711,1,8,0,6057,67.8,17,4,0,debt_consolidation,OH,Charged Off
3910, 60 months,13.0,88.96,A,A1,Nurse,5 years,RENT,85116,Source Verified,30.17,0,700,4,6,0,4243,81.3,19,2,0,other,GA,Fully Paid
26512, 36 months,5.45,799.96,A,A4,Engineer,7 years,MORTGAGE,137344,Not Verified,18.16,0,762,0,10,0,26379,45.9,7,0,0,credit_card,NY,Fully Paid
14679, 36 months,14.71,506.77,C,C4,Analyst,9 years,RENT,45546,Source Verified,34.22,0,650,2,4,0,37271,51.0,14,4,0,moving,CA,Fully Paid
13217, 36 months,14.55,455.26,A,A2,Other,7 years,MORTGAGE,49142,Source Verified,7.24,0,687,0,6,0,40243,41.5,19,2,0,home_improvement,FL,Fully Paid
22650, 36 months,5.37,682.61,E,E4,Engineer,2 years,MORTGAGE,49805,Verified,28.09,0,600,2,4,0,2377,79.2,16,3,0,debt_consolidation,NC,Charged Off
18294, 36 months,8.76,579.7,A,A4,Teacher,6 years,OWN,235582,Verified,25.52,0,750,3,9,0,13222,53.0,24,0,0,debt_consolidation,NC,Current
18598, 36 months,6.51,570.09,A,A3,Teacher,2 years,RENT,76825,Verified,29.61,1,636,2,13,0,30362,20.2,18,0,1,debt_consolidation,CA,Fully Paid
24422, 36 months,15.68,854.75,E,E4,Analyst,8 years,RENT,134586,Not Verified,23.46,0,738,2,10,0,18588,28.3,22,1,0,debt_consolidation,NC,Fully Paid
11935, 36 months,22.32,457.78,B,B2,Nurse,8 years,RENT,92847,Not Verified,29.5,0,729,1,13,0,9902,33.9,20,0,0,debt_consolidation,CA,Fully Paid
23239, 36 months,22.28,890.88,D,D3,Nurse,4 years,MORTGAGE,47900,Source Verified,31.89,2,704,0,12,1,6714,16.1,26,0,0,car,TX,Fully Paid
21140, 36 months,11.97,701.85,B,B3,Developer,6 years,MORTGAGE,25046,Source Verified,8.45,0,779,0,13,0,16448,32.5,28,0,0,debt_consolidation,NY,Fully Paid
34530, 36 months,12.15,1149.37,D,D3,Teacher,9 years,RENT,48340,Not Verified,31.19,0,709,5,13,0,10435,54.2,25,2,0,major_purchase,VA,Fully Paid
18994, 60 months,23.14,536.98,B,B2,Developer,3 years,MORTGAGE,47064,Not Verified,30.79,0,718,0,14,0,10034,46.0,25,1,0,debt_consolidation,MA,Fully Paid
18373, 60 months,22.86,516.47,C,C3,Manager,10+ years,RENT,100139,Verified,10.1,0,703,2,8,0,8998,68.2,19,1,0,major_purchase,WA,Fully Paid
9504, 36 months,9.97,306.53,B,B2,Driver,1 year,MORTGAGE,65231,Source Verified,5.44,2,619,2,7,3,17771,85.4,27,0,0,debt_consolidation,TX,Charged Off
20861, 60 months,21.67,572.25,A,A1,Analyst,8 years,MORTGAGE,42308,Verified,28.29,1,710,0,12,3,7583,50.5,18,3,0,medical,FL,Default
35590, 60 months,17.36,891.41,D,D4,Driver,10+ years,MORTGAGE,72386,Source Verified,8.02,1,659,2,11,0,16656,20.6,22,1,0,debt_consolidation,FL,Current
16626, 60 months,19.09,432.11,A,A5,Engineer,5 years,RENT,71662,Source Verified,31.4,0,636,0,12,0,10717,89.5,25,2,0,debt_consolidation,CA,Current
11389, 36 months,19.43,419.96,C,C4,Nurse,10+ years,RENT,42175,Verified,33.45,0,642,5,10,0,8504,73.6,19,0,0,debt_consolidation,MA,Current
18740, 36 months,16.33,661.9,A,A2,Developer,< 1 year,RENT,55274,Source Verified,20.29,0,730,1,7,0,4522,53.8,25,1,0,credit_card,MI,Current
12169, 36 months,8.39,383.53,F,F4,Analyst,5 years,RENT,74057,Not Verified,31.89,0,641,2,6,0,3655,87.7,21,2,0,credit_card,MI,Fully Paid
11096, 36 months,12.25,369.87,F,F4,Nurse,6 years,OTHER,81195,Not Verified,25.25,0,726,1,8,0,818,65.8,15,1,0,small_business,PA,Fully Paid
11275, 60 months,20.9,304.39,B,B4,Driver,5 years,OWN,64744,Source Verified,16.71,0,750,0,12,0,11146,88.2,15,1,1,vacation,AZ,Fully Paid
24712, 36 months,23.5,963.05,D,D4,Analyst,1 year,MORTGAGE,86433,Source Verified,11.08,0,708,2,10,0,19882,35.1,21,0,0,debt_consolidation,MA,Fully Paid
18702, 36 months,5.96,568.61,A,A4,Analyst,7 years,MORTGAGE,73394,Verified,16.78,0,663,0,8,0,6468,29.9,23,2,0,home_improvement,CA,Fully Paid
12115, 60 months,15.71,292.75,C,C4,Analyst,1 year,MORTGAGE,108693,Verified,16.72,0,683,1,14,0,5481,19.5,19,0,0,home_improvement,IL,Current
20540, 36 months,15.0,712.03,F,F1,Developer,< 1 year,RENT,95968,Source Verified,32.21,0,718,2,11,1,12544,53.2,19,0,0,debt_consolidation,PA,Fully Paid
16775, 36 months,14.82,580.03,C,C2,Sales,10+ years,MORTGAGE,28296,Not Verified,20.1,0,745,0,7,1,66102,31.0,26,5,0,debt_consolidation,VA,Fully Paid
14472, 60 months,8.58,297.47,B,B4,Sales,3 years,OTHER,42807,Not Verified,21.89,0,693,0,6,0,7638,45.5,22,0,0,home_improvement,FL,Fully Paid
12767, 36 months,18.4,464.12,C,C1,Teacher,4 years,MORTGAGE,63979,Verified,20.91,2,661,0,10,0,21981,25.9,21,1,0,debt_consolidation,CA,Current
18988, 36 months,10.63,618.32,A,A3,Manager,9 years,MORTGAGE,50803,Source Verified,6.26,0,773,3,10,0,12052,47.2,11,2,0,debt_consolidation,PA,Current
14719, 36 months,17.88,531.24,D,D5,Teacher,5 years,RENT,48200,Source Verified,26.04,3,766,0,6,0,1696,66.8,24,4,1,vacation,MI,Fully Paid
5550, 60 months,8.66,114.3,A,A1,Teacher,5 years,MORTGAGE,50504,Verified,16.28,0,740,1,9,0,5932,46.0,13,0,0,home_improvement,FL,Fully Paid
8192, 36 months,9.23,261.38,A,A3,Manager,1 year,MORTGAGE,38460,Source Verified,20.81,0,710,0,7,0,38037,52.1,16,0,0,credit_card,MA,Fully Paid
